corporate_name_S2,revenue,profit,main_customers
Phillips and Sons,532936.58,-10794.867625215238,"Murray Ltd,Jenkins-Phillips"
"HERNANDEZ, PHILLIPS AND BERGER",46776.84,-3338.4198504803458,"Cohen PLC,Collier, Mcdonald and Gutierrez,Roberts, Taylor and Davis"
RICHARDS-MARTINEZ,575500.09,168780.13361921304,Fletcher-Orr
Brown Ltd.,3059056.11,-50845.61844789784,"Tyler Ltd,Santos, Black and Sanchez"
Rice-Zavala,4385317.49,-242440.46181656292,"Smith Ltd,Smith-Crosby,Smith, Nelson and Hernandez"
BARKER GROUP,4671588.61,-423706.713369366,Young-Meyers
"CLEMENTS, WEBB AND PARKER",1626031.79,20733.93294745657,"Allen Inc,Martinez, Dixon and Brown,Bowman-Jones"
Morris-Steele,1084492.14,134901.41952367767,Mendez Group
Hernandez-Holmes.,1946953.88,182542.21175300016,"Mckinney, Hebert and Benson,Moore Inc,Bowers, Smith and Reese"
GARZA PLC,722700.02,105126.62674931252,"Lopez, Pena and Collins"
Frye LLC,2175185.78,698763.830315487,Medina Inc
"PEREZ, TURNER AND EVANS",145839.79,55033.97283197092,"Mcdonald-Atkinson,Sanchez Inc,Arnold-White"
Yates Inc,1568422.86,496827.26191212557,"Jones-Ball,Cohen and Sons"
BUCKLEY GROUP,4472880.76,1041157.8096141763,"Vaughn Ltd,Hendricks PLC,Singh-Foley"
Aguirre Group,2962493.58,360135.66883885843,Stone Inc
SHAFFER-MILLER,1553903.14,340091.358996334,Williams PLC
"CLARK, WEAVER AND MAYS",1693795.53,30912.890896306842,Lopez PLC
"Jones, Castro and Lin.",2407770.77,737.5615491997155,"Page LLC,Casey, Brown and Smith,Young Group"
Pena-Stone,148045.87,26102.01446715597,Foster-Phillips
DAVIS-WAGNER,228559.49,58667.588927249955,"Stone, Clark and Smith,Carr LLC"
SMITH-LOPEZ,1819987.59,696225.6184072557,Taylor and Sons
Jackson and Sons.,4337565.28,348641.2643929085,"Fuller Inc,Brown PLC,Munoz PLC"
Mitchell-Johnson,710818.67,-10952.88746366523,Ramirez LLC
Johnson-Valenzuela,2035778.99,-187471.6762848142,"Allen-Newman,Greene-Holmes,Spencer-Chandler"
"CRUZ, FIELDS AND DIAZ",114283.07,11499.258256652452,"Williams, Rodriguez and Savage,Moss-Mays"
"Williams, Dean and Tucker.",4958104.23,1322248.4510954435,"Costa Group,Robles-Garcia,Sullivan-Rodriguez"
"Bell, Hernandez and Hernandez.",3925073.83,-69340.96583509317,Ward Inc
CASTILLO LTD,1144568.7,333638.78559673537,"Mejia, Foley and Wallace,Smith, Rojas and Silva"
"Kim, Wilkins and Ramirez",1270081.81,371622.7302547466,"White, Beasley and Hunt,Goodwin-Lopez,Hanson LLC"
Hendrix-Parks.,4688933.9,321463.3822765919,Bennett Ltd
NAVARRO GROUP,4786386.3,1821081.5398294707,"Gray, Miller and Steele"
HAMMOND-MEADOWS,4869671.55,547169.2566082551,"Lowe Inc,Bennett-Johnson"
"Powell, Jones and Moore",2070028.17,-110916.22595121711,"Miller Ltd,Bell-Howell,Davidson-Bowman"
ROBERTS LLC,1623773.99,361271.3658357647,"Mayer, Tyler and Cox"
"ARMSTRONG, GARCIA AND MARTINEZ",762834.17,-720.6841282139771,Turner Inc
HENDRICKS AND SONS,2145181.12,-34957.29803159288,"Riggs, Mack and Brooks,Cohen-Stanley"
Porter-Colon,949155.69,257697.05756486053,"Walker, Myers and Norris,Williams, Phillips and Baxter"
FOX INC,1947955.19,757233.61773134,"Hernandez Inc,Thomas LLC"
Park Ltd,2773010.56,340541.43587471347,"Henry, Phillips and Tran,Gill-Davis,Gilbert Ltd"
"Brown, Ellis and Morgan",3806593.56,1445685.483226152,"Mora Group,Brown-Moreno,Williams-Lang"
"Horne, Collins and Woods.",2175994.23,-98911.46175245183,Harrington-Miller
"Kelly, Smith and Martin.",1886358.25,248561.95457279848,"Dickerson-Smith,Whitehead PLC"
"RUSSELL, VASQUEZ AND LONG",1314802.17,100576.81201288306,"Valencia, Wilson and Hoover,Phillips-Moody,Greene Group"
"Mcdowell, Escobar and Bryan",1787349.02,610189.248221676,"Davis, Johnson and Crawford,Young-Pacheco,Simpson Inc"
LOPEZ LTD,729829.33,52675.91310279628,"Rodriguez PLC,Martin and Sons"
Walsh-Luna,1618447.76,108082.41813846162,Hill and Sons
Farrell and Sons,4306888.68,781265.6030424531,"Russell-Horton,Cummings-Nelson,Richard-Dominguez"
Hernandez-Garza,4252502.93,295256.1400380781,Stewart LLC
WILLIAMS-PETERSON,3357013.44,41929.477623424486,Anderson-Taylor
CLARK AND SONS,2379034.18,703894.0017514797,"Jackson LLC,Taylor-Smith,Aguirre Inc"
Miller-Lutz,1648624.99,531350.5655488491,"Reed, Gould and Smith"
"BUTLER, NEWMAN AND COWAN",2430329.58,937568.0103428129,"Reed-Smith,Saunders-Rios"
"GARZA, HUGHES AND BARNETT",4719062.15,1874342.087539445,"Thomas LLC,Silva, Francis and Patterson"
HILL-GAY,1044227.41,231565.9759195575,Richardson-Cohen
Evans Group.,3128409.34,568113.1571441143,"Moore, Sandoval and Martin"
"RIOS, SELLERS AND JENKINS",845321.77,27249.420950275813,"Johnston, Gillespie and Smith"
Garcia-Lee,2859165.82,1126929.7533294065,"Brown Inc,Acosta Ltd"
MARSHALL GROUP,964054.44,333940.29440793156,"Rodriguez-Mcgee,Jones-Love"
Lambert Ltd.,1929404.75,477691.4347730362,Gallegos Inc
"Becker, Ibarra and Love",3406733.74,-23701.43686302733,Steele-Gray
Delgado-Wilkins,2317857.42,387212.89500137244,Pearson LLC
JONES-FERGUSON,1443341.43,-8340.912879237638,"Phillips, Stokes and Caldwell,Stokes-Woodward,Lozano Ltd"
SMITH-AUSTIN,3704828.11,161067.76660445335,"Johnson-Mitchell,Whitaker-Briggs"
REYNOLDS-MOORE,2698001.67,925179.933783536,"Harper, Pollard and Sullivan"
Faulkner-Johns.,4659383.7,1382675.6672189026,"Miranda Ltd,Wang-Baker"
Reeves and Sons.,2966342.8,303345.57514717133,Jones-Gomez
Sanders and Sons.,1125729.33,-3183.4035426516202,Jacobs and Sons
HORTON PLC,3681642.88,1270305.346958528,"Marshall PLC,Bishop, Collier and Ray"
Fletcher-Jones,4451286.37,1318032.9221215502,"Little Group,Burns, Pierce and Nelson"
JOSEPH LTD,4749865.78,-166579.45401935565,"White-Howard,Lopez, Harrison and Frank"
"Holland, Kim and Alexander.",337353.95,881.4126409631988,"Rodriguez and Sons,Deleon, Quinn and Brown,Johnson-Miller"
"Austin, Wilson and Howard",400180.37,72827.70290984806,"Mack-Hurst,Cooke, Weiss and White,Jacobson-Harris"
PRICE LLC,677145.25,-16351.629381687257,"Burke-Roberson,Baldwin Group,Alexander, Floyd and Hurley"
Valdez-Savage,3883393.72,858595.9077908789,"Drake-Johnston,Johnson, Munoz and Hooper,Alvarado, Newman and Garcia"
Dorsey LLC.,1438279.68,152759.06796292923,"Williams Group,Hill, Huffman and Flowers,King-Johnson"
Lynch-Jones.,2779365.6,-144861.17111284792,"Zhang, Hill and Harris"
CABRERA PLC,4491384.63,1031137.1194526707,"Krause, Hayden and Knight"
"SCOTT, MCDONALD AND SANDERS",882782.54,43.0704064116083,"Phillips-Griffith,Green, Schwartz and Brown"
BAKER-ELLIS,2523252.63,-160642.65666349715,"Elliott-Sellers,Ramsey-Bailey,Gregory Inc"
"BUTLER, STRICKLAND AND JOHNSON",2559391.42,140473.6091442242,"Thompson, Diaz and Torres"
Gray-Velazquez.,2658462.52,-171530.1120306367,"Sanchez-Mccall,Moore-Moody"
PEREZ LTD,2689763.81,-35459.13078055715,"Lyons-Barber,Wright Ltd,Zuniga-Brown"
"GREER, MORGAN AND HENSON",3244115.59,209140.63266083086,"Marshall, Williams and Perez,Poole, Thomas and Farmer,Singleton, Hayes and Daniels"
Hicks-White.,2134236.56,158330.44888148684,"Garcia-Murphy,Matthews-Edwards,Burke LLC"
WARREN-BASS,4732645.79,1363670.680687483,"Hernandez, Valdez and Charles"
"Wright, Flores and Hayes.",504673.37,120899.07055788726,"Bishop, Herrera and Lopez,Gonzalez-Alexander"
NOLAN LLC,3478149.06,518761.6006077225,Day-Owens
"POTTER, WEAVER AND BRAUN",4974913.84,191411.08755055818,King-Johnson
ALLEN-BARNES,4922787.79,1634298.832728847,Wyatt PLC
MORENO-PEREZ,1655334.89,-11736.749883548646,"Mckenzie, Hurley and Mcfarland,Miller-Guerrero"
"WARD, CARPENTER AND KING",4634074.87,1397137.237861352,Martin Group
Gonzalez-Tucker.,1805071.49,247762.0214324256,Braun LLC
Crawford-Hunter.,2029283.78,515808.4043688848,"Morrison, Martinez and Johnson,Smith Ltd,Stewart Inc"
"KING, HOPKINS AND GIBSON",2269904.54,583905.1380583023,"Pham-Castillo,Powell-Reid,Cruz, Henderson and Smith"
"White, Robinson and Horton.",2530456.35,270756.94111268746,"Carlson-Dean,Landry-Grimes,Gonzales LLC"
MORGAN-CURTIS,4382119.67,1542444.9072201417,"Johnson, Mccormick and Williams"
RAMIREZ AND SONS,1342225.08,-131305.43820375603,"Perry Group,Mcgrath, Hall and Frazier"
TAYLOR LLC,4930610.82,1508796.5821688494,Jones PLC
PETERSEN GROUP,1995838.12,-91382.87978857667,Perez Inc
HOUSE-MARTINEZ,4171835.51,642312.8219652425,"Deleon LLC,Dunn-Cole,Richards and Sons"
"GARCIA, SMITH AND BENNETT",3129429.59,370905.1334696479,"Nunez PLC,Clark Group,Lopez-Garrison"
"Church, Weber and Ferguson.",4590528.92,-451980.9077839951,"Taylor-Cook,Hernandez, Gray and Murphy"
JOHNSON-LEWIS,409587.84,-14764.60069109927,"Fowler PLC,Johnson-Le"
Miller-Richardson.,916238.06,321498.33354328305,Acosta-Williams
GARZA AND SONS,2379143.89,382360.78193163214,"Smith, Lewis and Walker"
BALDWIN-HERNANDEZ,4533871.52,669675.2064269739,"Cole-Davis,Silva-Love,Green, Salas and Underwood"
Gonzalez-Larson.,4953753.8,690664.6514497534,"Mann and Sons,Bolton LLC,Hamilton, Norton and Patel"
PEARSON LTD,3896268.57,1064398.482966,"Moore LLC,Walker LLC"
"RODRIGUEZ, NOVAK AND COCHRAN",1898547.19,-170065.36210066176,"Mitchell and Sons,Swanson-Castro,Tucker, Coleman and House"
"BRANDT, SMITH AND VELASQUEZ",3008122.33,755610.7949007641,Evans PLC
"BURNETT, WRIGHT AND TURNER",3455463.15,1172827.9142698287,"Estrada-Gomez,Rice, Young and Smith"
"ALVAREZ, ROSALES AND DIXON",3962512.01,124536.31154674815,"Medina, Buchanan and Fleming"
Thompson-Atkinson,2095425.97,180962.93527509723,"Simpson, Osborne and Daniel"
"Cummings, Bauer and Miller.",2946044.03,260970.38549274398,King PLC
Singleton Group,1449353.84,64587.635154976866,Sanders Ltd
MURPHY PLC,699186.8,189875.8958259833,Rodriguez LLC
HERNANDEZ-DELACRUZ,3236356.72,147609.8387235865,Willis-Frank
MCCANN-THOMPSON,4968231.5,1274298.3403258256,"Stewart Ltd,Branch-Jones"
"SUTTON, PROCTOR AND MILLER",214191.58,-1548.729528398094,"Garza Ltd,Wilcox, Wright and Castaneda"
Weaver Inc,1914134.28,9322.195259534052,"Roberts and Sons,Wright, Bullock and Russell"
"Vaughn, Frey and Adams.",554704.3,162944.7585387779,"Kidd and Sons,Vega LLC"
WARD PLC,4772428.55,1901263.4989453836,"Zuniga-Coleman,Raymond-Garrett,Anderson, Perez and Lozano"
Torres-Williams,3600371.2,-121332.1803190068,"Guerrero, Baker and Livingston,Cole, Brock and Becker,Shaffer Group"
VALDEZ INC,2114164.01,120092.72107189387,"Keith-Daniels,Skinner, Ware and Johnson"
MUNOZ PLC,129322.06,-2377.1342781067096,"Weaver LLC,Medina-Page,Stephens, Jacobson and Elliott"
Wood-Harris.,2861405.1,1081555.1667173307,Cook-Walton
Stevens PLC.,4207483.11,850616.3783071408,"Harris, Hood and Sheppard,Kim, Castillo and Young,Greene Ltd"
STEWART-BROWN,4565430.38,1796272.532010457,"Martin Ltd,Rasmussen Group"
"WOLFE, GILL AND BISHOP",200471.98,52607.21841557909,"Lynn LLC,Jimenez-Green,Reese-Case"
"BROOKS, FRENCH AND BIRD",1462240.22,194817.7718763394,"Reyes, Webster and Kim"
BROCK-BAKER,1370744.93,360740.5598962351,"Keller-Matthews,Horton-Diaz"
Walker-Tucker.,2305733.79,517901.96244606713,"Lowery-Lester,Mason-Taylor,Baker, Wilkerson and Johnson"
Rodriguez LLC.,3991256.1,78295.92833636672,"Green, Weber and Marshall,Walters, Russell and Franklin,Leon-Reeves"
Gonzalez Inc,3383063.1,-306838.59525051806,"Black-Klein,Moore-Poole,Fisher Group"
HAWKINS LTD,4454325.52,600647.7842347248,"Caldwell, Gibbs and Davis"
Carrillo Ltd,4191813.69,839683.9035465032,Gutierrez and Sons
Robinson LLC.,344572.84,35018.116444874744,"Edwards-Lee,Carroll PLC"
Mckenzie-Hopkins,3830363.04,368343.97909476317,"Brown-Wilson,Martin-Miranda,Bennett, Logan and Richard"
CLARK-WILSON,3723670.67,391124.29949573474,"Camacho-Lewis,Hensley-Lewis"
"HOWARD, HERNANDEZ AND SMITH",1271794.63,124958.22957055995,"Jones and Sons,Middleton Ltd"
Gonzalez LLC,1976795.22,68223.35477437392,"Rios, Williams and Garcia"
SIMMONS-JOHNS,668460.61,151324.73166155312,"Key-Leonard,Larsen, Rice and Baxter"
"WILLIAMS, HUFFMAN AND SCHULTZ",2543318.7,422998.85751267546,Escobar Group
CARROLL-CHRISTENSEN,2627935.89,550541.2302511979,"White Inc,Gomez, Chavez and Blair,Martinez-Little"
JAMES-BROWN,3450659.94,854367.645073555,"Hudson, Roberts and Leonard"
Moran PLC,3261752.47,-41499.06783624179,"Miller Ltd,Hicks, Baker and Brown"
ODOM LTD,477458.84,16174.143357400919,"Buck and Sons,Mason PLC"
WARNER-WILLIAMS,1541533.03,336297.44599691324,"Odonnell, Johnson and Richmond,Burgess-Spears"
POWELL-WOOD,711362.11,19787.183235683093,"Webster, Ferguson and Kelley,Mason-Ball"
Harris Inc,4092852.6,1228282.5096692862,"Jackson, Smith and Jacobs"
"BROWN, STEVENS AND KING",1520547.19,-112672.79734314635,"Reed, Lawson and Wells,Thomas-Lloyd,Andrews LLC"
Bennett LLC,4464134.83,1070606.019739316,"Green-Bartlett,Christian-Willis"
Zamora-Hartman.,635605.79,249616.5399228364,"Washington, Ryan and Scott,Cisneros LLC,Garcia, Evans and Wyatt"
"Frederick, Gallegos and Farley",4180085.5,100446.67868057927,"Joyce-Snyder,Foster Inc,Moreno, Fletcher and Mckenzie"
"GREGORY, PETERSON AND YANG",450167.33,150680.72864030246,"Jenkins, Gates and Leonard,Garcia, Riley and Gonzalez"
Horton-Hernandez,3352684.23,-248449.458043607,"Davis-Wright,Patel-Smith"
HAMILTON-MENDOZA,664388.24,66942.69100944113,Holland and Sons
Hardy Group.,3858786.29,490708.76654475427,"Shaw, Beck and Munoz,Ellis-Lowery,Williams Group"
Rodriguez-Martinez,602978.46,101042.57928621433,"Simon, Brown and Rogers,Adkins-Campos"
"Kline, Cortez and Miles",2739778.83,668444.9228270939,"Oliver Group,Gutierrez LLC"
GONZALES LTD,4555962.29,1262433.3512290865,Medina PLC
SPARKS INC,4403773.98,313262.19830197736,Young Group
Hunter LLC,4728510.49,1290905.215881829,Peterson Ltd
ORTIZ PLC,1827882.93,465193.6400119796,"Moore Inc,Reyes-Campbell,Grant PLC"
MOSLEY PLC,3985322.92,1062557.3552399839,"Martinez, Fields and Anderson,Shelton-Parks"
Anthony and Sons.,1045528.97,-89139.5216341476,"Smith-Hall,Sharp-Walton,Wolfe, Wong and Acosta"
"THOMAS, MARTIN AND GEORGE",2205055.75,795066.5458220817,"Gross-Roy,West-Foster,Smith, Williamson and Mills"
BOONE-SMITH,4346632.53,673162.9244056931,"Gonzalez-Woods,Garrett, Garner and Jones,White-Smith"
"Crawford, Richardson and Oneill",2808663.99,509006.39184797223,"Hardy, Mclaughlin and Fields,Brooks-Wiley"
Pugh-Dudley,4164564.7,1152928.0059565674,"Williams and Sons,Cline, Anderson and Pratt"
"Lopez, Campbell and Santiago.",3205247.73,-314844.688727971,Morales-Thompson
Lara Group.,1789838.08,225518.50302603823,"Smith-Haynes,Steele-Castaneda"
"JONES, HERNANDEZ AND WALLACE",669466.28,95612.21372566259,"Ray and Sons,Ellis, Vaughn and Smith,Wang-Jacobs"
Brewer LLC,4434477.86,1731380.3922703355,Freeman and Sons
Chaney-Thomas.,2405252.37,354691.7151736494,"Henderson, Reynolds and Martinez,Martinez Ltd,Holloway Group"
"Reyes, Phillips and Sheppard.",4125222.57,1194326.684683904,"Davenport, Mendez and Ward"
Kelly-Gibson,4545539.25,1028932.6369150745,"Castillo Inc,Martinez-Perez,Gutierrez, Hamilton and Adams"
"HILL, ROSS AND PATRICK",987333.2,97530.65133158174,Phillips-Newton
STOKES-BROWN,340744.56,-29101.143158318555,"Evans Group,Liu-Morales,Sloan-Brown"
"GUZMAN, HAYES AND STANLEY",2107297.12,-68299.48172008783,"Lozano Inc,Navarro-Hicks,Rangel Ltd"
"Curtis, Brown and Lopez",67066.97,-6533.47318704005,"Becker Ltd,Rose Inc,Gordon Ltd"
Taylor-Berry,461989.91,-9623.711173076805,"Brown, Vasquez and Merritt,Schroeder, Rodriguez and Hays,Kane Group"
Harvey Inc.,3559596.49,120656.2867605498,"Ellis, Glover and Smith"
RAMIREZ PLC,2785534.94,645466.9971964309,Lozano-Jordan
"HAMILTON, OLSEN AND MOORE",4956396.41,450994.47578820615,"Norris, Luna and Nelson,Smith-Martin,Schmidt Group"
RUSSELL GROUP,250738.66,24253.353523775946,"Anderson-Howard,Price-Harris"
HOLMES GROUP,2662854.23,557280.3608931443,"Collins, Cross and Smith"
"PARKER, MALDONADO AND HERNANDEZ",2301067.05,697590.3910762721,Reyes and Sons
Jennings-Martinez,3634810.9,827468.9387741052,"Valencia, Campbell and Mora,Combs and Sons"
"Anderson, Callahan and French.",2701368.32,230108.55844257714,"Delacruz Ltd,Mcdowell Inc"
VASQUEZ-BOYD,3660202.0,363211.2627750215,"Grant LLC,Robles LLC"
Young Inc.,2650975.93,450578.4551882622,"Turner, Salinas and Valentine,Porter, Meyers and King"
"WILLIAMS, SWANSON AND TORRES",32249.98,1867.5386722333587,Davis-Butler
Fitzgerald PLC,3939758.2,1277777.8141062977,Graves-Jarvis
Scott Ltd.,1694381.24,208977.2726154477,Brewer Group
"HARRIS, HOLLAND AND GLOVER",412535.27,55920.23498823899,"Hancock, King and Sherman"
"Owens, Maldonado and Harper",457759.49,137672.90595196243,"Wood, Howell and Dixon"
Allen and Sons,3916020.26,1074324.7082131682,"Morgan Ltd,Pennington, Hatfield and Bailey"
"Long, Butler and Smith.",4403908.67,-266272.58685015416,"Adams, Miller and Wright"
WALKER-SCHROEDER,4399912.27,-307824.31553349434,"Marks PLC,Little-Fitzpatrick"
"ALLEN, JOHNSON AND RODRIGUEZ",2231658.48,560556.7724917103,"Wilcox, Wright and Rocha,Smith, Aguirre and Rose,Scott PLC"
Bennett Inc.,4996208.6,1749424.6731036676,"Martinez, Smith and Simmons"
MCCULLOUGH GROUP,2096919.93,2072.2880632668644,"Hamilton-Cox,Oliver LLC,Burgess LLC"
ANDERSON AND SONS,42785.25,4170.198470400843,"Leach and Sons,Edwards, Thomas and Zuniga"
"Ayers, Wolfe and Flynn.",513240.81,69969.93716770048,Lewis-Johnson
LARSON-GONZALES,2338401.61,908475.2882435335,"Johnson-Marquez,Anderson Inc"
Woods LLC.,3590071.95,1097201.174208928,"Bowers, Johnson and Reynolds"
"Williams, Conner and Leblanc.",179692.96,47182.341237461995,"Powell and Sons,Poole Ltd,Gonzalez PLC"
"Shaw, Jones and Martinez.",3565290.29,1365948.3277654336,"Williams-Whitney,Cox PLC,Brown, Johnson and Cochran"
"Murphy, Wagner and Bennett",3108715.18,1159521.6211127357,"Rocha-Larsen,Young LLC,Goodwin, Novak and Morris"
Schultz Group.,4555324.12,-111725.63183824011,"Baxter Inc,Fuller Group,Christian, Richardson and Brown"
ESPARZA-GONZALEZ,3196778.77,707194.322335475,"Bennett-Love,Sullivan-Santiago,Chapman and Sons"
"Foley, Blevins and Schwartz.",467214.18,-17355.87282055978,"Tyler Ltd,Walsh-Marquez,White, Duarte and Shepard"
Stout PLC,1611355.79,399286.42607995844,"Martinez-Ferguson,Kerr-Blanchard"
"Hardin, Chapman and Clayton",143293.51,52310.92808967061,"Torres Inc,Wong Group,Brown LLC"
SHEA AND SONS,4080217.26,9859.24503445728,Thomas Inc
Cole LLC.,2220200.49,476228.37346488907,Warren-Christensen
Rodriguez-Campbell.,479538.76,53805.293393420456,"Gibson-Nolan,Shepherd and Sons"
"Jordan, Evans and Tanner.",2503883.21,-87031.2637303307,"Phillips-Delacruz,Gross, Winters and Jarvis,Gomez-Osborn"
BARNES-JONES,1516156.9,214550.35781049568,"Mckinney, French and Lawrence,Washington Inc,Davis-Simon"
Anderson Ltd,2786874.76,206854.90639037325,"Rios and Sons,Mason and Sons,Vega Ltd"
WHITE PLC,1036605.57,-50753.16567472321,Figueroa-Collins
"Galloway, Jackson and Weeks.",1972812.03,199675.2735809404,"Perry Inc,Jones LLC"
ZAMORA-MATHIS,3848093.88,198852.33863781023,"Hopkins-Ferguson,Gonzalez Inc,Madden, Carrillo and Caldwell"
JACKSON-GRAHAM,1859826.25,243056.01428235095,"Camacho, Baker and Smith"
RAMIREZ AND SONS,1310147.42,166570.8522993424,"Williams Ltd,Green-Rivera,Soto, Lee and Smith"
DAVID LLC,4424219.29,132320.3328181637,"Smith, Chen and Terry,Faulkner, Dawson and Tucker"
SERRANO GROUP,2678060.81,425352.4699012163,Lloyd Inc
"MICHAEL, DOYLE AND STARK",2286124.17,-175502.6623060373,"Thompson, Dyer and Jones,Gibson Inc,Lopez Group"
RICE-MEDINA,890537.98,319395.85874991596,"Johnson, Garza and Parker"
Brown-Kelly,1940639.18,-179057.06885265975,Solis-Smith
"GEORGE, MORRIS AND LUNA",3503834.25,267774.04513991415,"Lopez LLC,Williams-Martin"
"Turner, Rice and Erickson",172689.05,-8650.253331196707,"Knight, Stone and Jones,Bautista-Dixon,Smith-Jones"
Matthews and Sons,3150483.79,989746.893113258,"Davis-Carter,Martinez, Smith and Vaughn,Wilson-Newton"
DONALDSON LLC,4916400.84,1253758.2971424237,"Watts, Garcia and Nguyen,Lee Inc,Krueger PLC"
CLARK-SLOAN,4434347.43,1728611.4132019863,"Jones, Gomez and Mathis,Williams, Benson and Lee,Howard Ltd"
Spencer-Donaldson.,981230.86,310952.6297540493,Kane LLC
BRADLEY PLC,2442392.38,867114.836484643,"Price PLC,Cardenas and Sons"
HARRISON LTD,3968726.84,1529576.2360634394,"Bonilla, Williams and Stanley,Miller, Carroll and Davis,Nolan-Norman"
"Walker, Fisher and Smith.",1314509.53,-67767.71256262326,"Duncan, Schaefer and Davenport,Schneider Inc,Torres-Smith"
BENTLEY LTD,781220.11,142590.27409052916,"Lee, Dalton and White,Walker-Watson"
"Allen, Dalton and Oneill.",2779935.79,1064954.7557824193,"Johnson-Chavez,Brooks, Welch and Hunt,Harris LLC"
Barker-Warren.,2104709.54,832088.1608587574,Ramirez and Sons
"Parker, Harris and Green",3348945.71,-133749.68843720003,"Keller-Rodriguez,Price, Collins and Ryan,Martin, Smith and Pruitt"
"Huynh, Miller and Frey",12306.08,4477.826726070192,"Spencer-Wall,Walters, Jackson and Pierce"
"STOUT, HUGHES AND LOWERY",2624219.03,366160.3494851025,"Lambert, Leon and Thompson"
"MARTIN, CLARK AND GRANT",4294933.02,-295231.1750937404,"Spencer, Tucker and Reyes,Rogers-Hanson"
Eaton PLC.,845001.3,70252.532523426,"Bullock, Thornton and Washington"
"Taylor, Trevino and Gibson",2277171.48,-75043.05386265657,"Richardson and Sons,Griffith and Sons,Robinson-Burton"
"Baker, Estes and Martinez",3314398.6,346188.13414064015,"Ingram, Robinson and Hickman,Ortiz PLC"
"HARRINGTON, WARD AND PATTERSON",4411306.71,514.2660933938421,"Duncan, Jackson and Sanders,Walters, Rose and Summers,Jackson-Terrell"
"SMITH, MCCOY AND JOHNSON",1625785.98,332478.85782526445,Henderson Ltd
"Burton, Ballard and Sharp.",2283140.92,874857.2762372111,"Miller PLC,Johnson PLC,Hall-Wyatt"
YANG-HUTCHINSON,2583043.73,528205.7761448841,"Cook Inc,Wiggins PLC"
BAKER-PITTMAN,4552248.84,656092.2818760129,"Lee, Sanchez and Clark"
"JONES, MENDOZA AND HOWARD",3600679.29,722748.9146732334,Hill-Taylor
"HATFIELD, ALLEN AND POWELL",1645453.18,377336.11880417995,"Cook, Mckinney and Barnes,Zimmerman-Gilbert,Williams, Robinson and Miller"
"Bryant, Vasquez and Joseph",1381444.24,449528.5701122403,"Mitchell-Meyers,Howard, Carpenter and Farley,Garcia, Johnston and Travis"
Edwards-Moore,2371297.7,-45366.633536963825,"Miller-Campbell,Mendoza, Bullock and Heath"
Moss LLC.,2938654.89,-230792.179566398,"Campbell, Harris and Rodriguez"
"Martinez, Payne and Hayes.",1739507.57,295773.7447608106,Henderson-Hill
FRENCH INC,2289587.84,-205303.82904503777,"Becker-Rubio,Nelson-Washington,Williams-Hines"
GUERRERO AND SONS,4539088.06,-161483.3828936441,"Ramos-Baker,Miller Inc"
Gonzales Inc.,2127493.63,425277.6506643359,"Henry, Sampson and Romero"
Hart-Davis,647291.33,3580.783898403178,Chambers LLC
Clayton and Sons.,3925763.1,939011.0666590052,Lee-Johnson
Marshall-Lynch.,4482410.52,556877.938815918,Graham Inc
"COLE, GRANT AND BAUTISTA",1937830.66,729249.9817297015,"Burns, Ibarra and Johnston"
RAMOS PLC,2687620.94,-228964.72712071458,"Owen, Sparks and Roberts,White, Barton and Romero,Johnson-Mckenzie"
Wilson-Garcia.,1256730.9,277074.04991507455,"Patrick, Vasquez and Thompson,Welch-Martin"
WILLIAMS AND SONS,3876691.5,-299357.9444688037,"Cooper, Roy and Robinson"
"Stevens, Tanner and Jones.",4379406.46,562069.3759554958,Garner-White
"REID, QUINN AND JOHNSON",2073970.86,128351.2650048671,"Massey LLC,Jones, Melton and Martinez"
"Woods, Lucero and Mcintyre.",1344192.88,515996.5497195003,"Daniel Group,Clark-Harris"
MOORE AND SONS,4866325.98,664192.2721896373,Powers-Johnson
FOX-MARTINEZ,1313356.36,289643.9382390407,"Fowler-Simmons,Cox PLC"
Jones-Robles.,689795.53,22592.627704636714,"Jackson-Dunlap,Kelley, Robinson and West,Briggs, Blake and Keith"
"JOHNSON, BEASLEY AND SANCHEZ",4093115.5,1001654.8484272613,"Rodriguez, Davis and Howell,Barry Inc"
Trevino PLC,3828102.91,540494.6045220935,"Wood, Hill and Mitchell,Griffith, Jimenez and Perez"
Mendoza-Miller,2956785.06,662811.1874461473,Harris and Sons
"Porter, Garcia and Moore",899040.19,145865.21698387293,"Norman, Alvarado and Fisher"
"Miller, Cummings and Livingston.",4237257.22,1462729.3283537165,"Payne PLC,Wilson, Ford and Brown,Fuentes, Little and Howard"
Miller Group.,2213017.89,645951.4242166728,"Medina, Ellis and Bullock,Bennett, West and Allison"
HARRIS-CLARK,3122363.98,-308293.6794808437,"Vazquez and Sons,Campos Group,Edwards Group"
GLENN-SANTOS,4973903.86,58074.313864719355,"Ellis, Perez and Woods,Pierce-Hernandez"
Gray and Sons,4846741.56,256311.5331186516,"Walker, Wood and Patton,Long LLC"
CAMPBELL-RODRIGUEZ,2533162.95,-150095.41058484197,"Martin, Jones and Bradley,Henry, Hernandez and Holland,King, Humphrey and Hamilton"
"Beltran, Downs and Farmer.",1542566.81,406601.01273145963,"Alvarado, Smith and Spencer,Vaughn, Harding and Dawson,Jones, Willis and Miller"
